rank,uid,username,type
1,9068,特雷森umaslayer,总督
2,38133,FayeVL,总督
3,520352,黑镰刀,总督
4,15256555,sky_hood,总督
5,322499088,作业被狗叼,总督
6,356404138,Rapturre,总督
7,452196256,无糖香草可乐,总督
8,1234664821,弥小驴,总督
9,49337,无公害沙包,提督
10,96957,ルルティエ,提督
11,104492,随风旅鸟与未知之风,提督
12,105402,清新正直HHP,提督
13,153092,薛丁谔的猫,提督
14,275274,伞木希美时运不济,提督
15,291056,北海水獭,提督
16,342447,任意子,提督
17,356189,Heavens Feel,提督
18,400742,星は空高く,提督
19,445253,记君,提督
20,453196,kanjoy,提督
21,537436,Yuuki侑希,提督
22,553301,镜晓文,提督
23,628323,玲_奈,提督
24,666671,Miki的麦麦,提督
25,735538,Brumaire31zy,提督
26,774372,黑糖香草摩卡,提督
27,931185,サイバードンキー,提督
28,936269,紳士君P,提督
29,1603612,月ノneet,提督
30,1698435,吕同学リッキー,提督
31,1773333,呆贼_,提督
32,1829374,武蔵野タクミ,提督
33,1971336,犭苗犭苗ホホ,提督
34,2477742,喝了这碗毒酒,提督
35,2512897,山下住一丁,提督
36,2513015,エーワックス-2434,提督
37,2599251,Devi_Lito,提督
38,3182660,影月LuneZ,提督
39,4206472,Flanker-16,提督
40,4304729,清光高校地雷部,提督
41,4578292,出包西柚,提督
42,4921755,アルカローズ,提督
43,5155551,科罗娜青柠,提督
44,5348088,某诗阳不加班,提督
45,6454674,DigAPony,提督
46,7864667,奈亚子从不发糖,提督
47,7913853,阿贝莉娅-弗洛亚,提督
48,7930167,北泽纱奈Official,提督
49,8772065,Yukari_YuRI,提督
50,10786214,千万ly,提督
51,10990557,バイだーラン,提督
52,11034077,へーぴー,提督
53,11546675,贝尔纳德C3,提督
54,12422769,Beartooth90,提督
55,12501775,コンプランド,提督
56,18363194,岁星昼见,提督
57,23034348,妲丽安Desu,提督
58,25593802,同调群单推人,提督
59,35105721,风月kaze_tsuki,提督
60,35924302,滑稽Captain,提督
61,48934997,感应性本能,提督
62,261107251,即兴屠龙的兔子,提督
63,281163151,怎么改个名字啊,提督
64,284678720,云琪云琪云,提督
65,343691814,Noneither,提督
66,381534568,sayakadead,提督
67,390670964,羽鸟智世丶,提督
68,1155425566,希侑Kiyuu,提督
69,1920686335,超级键山雏,提督
70,925,911,舰长
71,3896,Primula,舰长
72,8359,elshaddoll,舰长
73,11167,平安夜的噩梦,舰长
74,12974,蓬萊山空,舰长
75,13662,lv426,舰长
76,17322,turtlejk,舰长
77,26465,一个大光头都没有,舰长
78,32504,百戰百勝阿巴頓,舰长
79,59275,梦魇Tsuki,舰长
80,96807,翼羽夜,舰长
81,123785,灯十走十走十走,舰长
82,131588,Aisakahammer,舰长
83,132270,柒の白白,舰长
84,139361,透明团子,舰长
85,141917,BBB茶,舰长
86,158603,chomikuplus,舰长
87,191789,廿一绫,舰长
88,195358,堀羽,舰长
89,203110,跳楼,舰长
90,204752,烧饼的愤怒,舰长
91,216807,莲稲,舰长
92,221878,香草蜜雪摩卡,舰长
93,282198,高雅艺术中心,舰长
94,287341,マスイカ,舰长
95,296560,KanaKanade,舰长
96,307274,子蓝_,舰长
97,362695,相约重逢于互爱之地,舰长
98,372454,有栖ヒロ,舰长
99,434915,星月凛,舰长
100,434937,气泡玻璃珠,舰长
101,448085,毛线毛裤的小男友,舰长
102,457244,葬列retake,舰长
103,476030,天行者Luke,舰长
104,484160,如影,舰长
105,494596,轨迹Official,舰长
106,497061,大豆芽五,舰长
107,511821,CureMagical,舰长
108,512909,灼眼的阿指,舰长
109,530596,IllIIllIlIlllIIl,舰长
110,536365,鸢尾百合,舰长
111,541954,_泽漆漆_,舰长
112,569267,鵺鸮,舰长
113,577454,木☆凡,舰长
114,582916,倾雪之下,舰长
115,585071,m___铁gachi,舰长
116,593826,博物馆里的企鹅,舰长
117,598003,莱茵点,舰长
118,606270,録画禁止,舰长
119,681496,沙粒之辰光,舰长
120,685112,猪吧你w,舰长
121,755963,星月Hozuki,舰长
122,779080,永遠與須臾的罪人,舰长
123,785669,花园莉爱_ria,舰长
124,799152,Pyclone,舰长
125,855040,我最近有点方,舰长
126,860619,紫雲百景,舰长
127,869107,Cosmos-Watcher,舰长
128,889651,车厘提子橙,舰长
129,898119,斗斗一号,舰长
130,909648,泠泠的水晶,舰长
131,938554,摆摆shark,舰长
132,957667,鹿丸井,舰长
133,1269425,笨笨猫饲养员,舰长
134,1290433,小水箱爱吃寿司,舰长
135,1397965,雨宫ノエル,舰长
136,1454911,阳炎aqua,舰长
137,1461149,Aleryaa,舰长
138,1507027,四季夏目的砂糖,舰长
139,1558487,我的小规模月亮,舰长
140,1570673,白鹿凛,舰长
141,1576274,老吴老以及人之老吴,舰长
142,1599548,黑夜瓏玲,舰长
143,1618726,Kirallz,舰长
144,1628182,云雾之中,舰长
145,1706253,天外の花,舰长
146,1770348,レメディア・カラー,舰长
147,1777605,劣等上等Wee_,舰长
148,1780845,noncrystal,舰长
149,1792971,月亮黑子,舰长
150,1829907,Skorz_Official,舰长
151,1863929,看穿一半的沼跃鱼,舰长
152,1874852,YaMacoffe,舰长
153,1878939,破破破破破cd,舰长
154,1913973,白き祈り,舰长
155,1935130,雨のメロディー,舰长
156,1939894,一桶原味鸡,舰长
157,2033602,寒枫き,舰长
158,2135516,我不是卡林,舰长
159,2249185,带带青花鱼,舰长
160,2290770,夕月秋乃,舰长
161,2388727,凉菓,舰长
162,2495576,spiece,舰长
163,2512210,-4B-,舰长
164,2565503,月夜辰,舰长
165,2650864,羽落魂龛,舰长
166,2668416,晓切,舰长
167,2672235,吐槽益生菌,舰长
168,2699660,朝日奈未來,舰长
169,2723373,HtSmith陳,舰长
170,2777263,小黑瓜,舰长
171,2808873,松饼小鸡,舰长
172,2894988,赫维泽那_channel,舰长
173,2947493,无风之屿,舰长
174,2955509,We1le5s猪,舰长
175,2996762,顾歌梧,舰长
176,3065698,西北望那珂酱,舰长
177,3100132,本音喵,舰长
178,3161528,e-sasaki,舰长
179,3324370,暴风之舞丶,舰长
180,3542675,鸢一千代纸,舰长
181,3561142,无名一世,舰长
182,3572337,vgy56,舰长
183,3661408,仮面騎空士,舰长
184,3677907,李黑羊,舰长
185,3799624,不苦大仇深的橘子,舰长
186,3878756,桜幸,舰长
187,3925567,hooudp,舰长
188,3959318,音流Cymatics,舰长
189,4011238,我爱中单光一,舰长
190,4072141,云水暮烟,舰长
191,4101137,红白夹心糖,舰长
192,4126725,晴酱酱酱酱酱,舰长
193,4274580,良臣没有重谢,舰长
194,4486761,利普希茨,舰长
195,4510107,余额零,舰长
196,4834048,一般通过广东靓仔,舰长
197,4876018,猕希Miki,舰长
198,4919372,sleepyDwalk,舰长
199,5041962,蓝珀鸟,舰长
200,5152457,小傅Fox,舰长
201,5171953,Natsuha夏叶,舰长
202,5200501,邪恶大番茄,舰长
203,5322312,荒漠夜影,舰长
204,5344191,ストロボライト,舰长
205,5460965,松石绿的钢,舰长
206,5656137,爱琉牌烤红薯,舰长
207,5677493,机智的表情君,舰长
208,5700843,千化万变式,舰长
209,5768986,DateOfAnonymous,舰长
210,5801333,低级咬人细胞,舰长
211,5812842,弥之鸣,舰长
212,5817795,花花花狸,舰长
213,5837630,尊·极光骑士,舰长
214,6036699,内巻玉子,舰长
