rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,提督,2075,弥人,32
2,38133,FayeVL,提督,2101,弥人,32
3,520352,黑镰刀,提督,1807,弥人,31
4,381534568,sayakadead,提督,1971,弥人,30
5,12422769,Beartooth90,提督,1213,弥人,30
6,342447,任意子,提督,1863,弥人,30
7,4304729,清光高校地雷部,提督,1386,弥人,29
8,4333178,波动性巧克力慕斯,提督,493,弥人,28
9,264506970,顾小桑的真空家乡,提督,253,弥人,28
10,2512897,山下住一丁,舰长,2013,弥人,31
11,49337,无公害沙包,舰长,2047,弥人,30
12,12501775,コンプランド,舰长,1533,弥人,29
13,553301,镜晓文,舰长,2076,弥人,29
14,8772065,Yukari_YuRI,舰长,1292,弥人,29
15,1829374,ムサシノタクミ,舰长,1394,弥人,29
16,105402,清新正直HHP,舰长,1603,弥人,29
17,2513015,エーワックス-2434,舰长,1683,弥人,29
18,5155551,科罗娜青柠,舰长,1896,弥人,29
19,10786214,千万ly,舰长,2100,弥人,28
20,16011437,瑪修-,舰长,1918,弥人,28
21,1920686335,弥希_Miki,舰长,1344,弥人,28
22,18363194,岁星昼见,舰长,1408,弥人,28
23,1640605,神の道化,舰长,812,弥人,28
24,7913853,アベリアF,舰长,1106,弥人,28
25,1603612,月ノneet,舰长,1754,弥人,28
26,356189,Heavens Feel,舰长,1786,弥人,28
27,1971336,犭苗犭苗木木,舰长,1412,弥人,28
28,4921755,アルカローズ,舰长,1828,弥人,28
29,5812842,弥之鸣,舰长,1814,弥人,28
30,3182660,影月LuneZ,舰长,1832,弥人,28
31,48934997,感应性本能,舰长,1261,弥人,28
32,11546675,贝尔纳德C3,舰长,1834,弥人,27
33,3561142,无名一世,舰长,618,弥人,27
34,11347396,傻坐着发愣,舰长,1047,弥人,27
35,7180032,无为無為,舰长,1591,弥人,27
36,925,911,舰长,1546,弥人,27
37,774372,黑糖香草摩卡,舰长,1264,弥人,27
38,26465,一个大光头都没有,舰长,2039,弥人,27
39,343691814,Noneither,舰长,1128,弥人,27
40,486937583,红白鬼巫,舰长,1054,弥人,27
41,281163151,JOL1ON,舰长,1105,弥人,27
42,8274893,西西纳图斯,舰长,549,弥人,27
43,7864667,奈亚子从不发糖,舰长,1914,弥人,27
44,5801333,低级咬人细胞,舰长,1583,弥人,27
45,453572565,全職彌人-andy878797,舰长,804,弥人,27
46,3677907,李黑羊,舰长,1160,弥人,27
47,13026101,Naglfar-,舰长,1651,弥人,27
48,2450646,CYSoulDown,舰长,812,弥人,27
49,10261329,yukino-雪之下雪乃,舰长,826,弥人,27
50,16171733,铃鹿Toshi,舰长,1802,弥人,27
51,10776008,丽兹与青鸟,舰长,667,弥人,27
52,6165418,一号机测试机师,舰长,1690,弥人,27
53,1397965,雨宫ノエル,舰长,1612,弥人,27
54,159019,九重雪会,舰长,949,弥人,27
55,14354112,EndlessDice,舰长,1519,弥人,27
56,14910777,勉強机,舰长,1096,弥人,27
57,20186995,黇鹿dmdm,舰长,1081,弥人,27
58,2290770,夕月秋乃,舰长,1445,弥人,26
59,569267,鵺鸮,舰长,1441,弥人,26
60,1878939,破破破破破cd,舰长,864,弥人,26
61,330367780,呆喂诶,舰长,609,弥人,26
62,7257611,椎名エリ,舰长,819,弥人,26
63,28647475,Urobolus_0,舰长,803,弥人,26
64,565632,YomaKKK,舰长,540,弥人,26
65,266375,咕咕-咕咕咕咕咕-咕,舰长,695,弥人,26
66,12974,蓬萊山空,舰长,1080,弥人,26
67,1829907,Skorz_Tsurumi,舰长,711,弥人,26
68,8396429,airstone42,舰长,976,弥人,26
69,9819432,天遂_人愿,舰长,925,弥人,26
70,2495576,spiece,舰长,627,弥人,26
71,236018,ドジみ,舰长,801,弥人,26
72,8359,赫のシャドール,舰长,686,弥人,26
73,34449312,TGGLL,舰长,563,弥人,26
74,384616248,毛毛毛毛线裤,舰长,294,弥人,26
75,1645359409,牛奶巧克力厨,舰长,793,弥人,26
76,34616293,摸摸摸摸你傻,舰长,295,弥人,26
77,2955509,Iro4s,舰长,616,弥人,26
78,3546598237800885,拉斯普廷Rasia,舰长,118,弥人,26
79,336198406,凌徊levy,舰长,326,弥人,26
80,209374441,知世xf,舰长,213,弥人,26
81,26580137,夜袭魅影,舰长,287,弥人,26
82,4393496,不爱说话的久久,舰长,678,弥人,26
83,14879283,Sctchf,舰长,547,弥人,26
84,5285,凉叶スズハ,舰长,577,弥人,26
85,7951981,春山薄雪,舰长,231,弥人,25
86,4876018,弥希MlKl,舰长,397,弥人,25
87,58725,Qullx,舰长,579,弥人,25
88,25372126,名字好念的19,舰长,476,弥人,25
89,30753025,月迷Solomon,舰长,148,弥人,25
90,49795765,滨海西小毒瘤,舰长,296,弥人,25
91,1780845,noncrystal,舰长,344,弥人,25
92,1935274,丁骨烩饭T,舰长,417,弥人,25
93,3546569250965659,ティセリリ,舰长,282,弥人,25
94,10068032,dozenw,舰长,326,弥人,25
95,323728572,每秒单推一个,舰长,236,弥人,25
96,351179408,iooPlover,舰长,326,弥人,25
97,89636742,A1in_sy,舰长,297,弥人,24
98,44123513,爱凑热闹です,舰长,266,弥人,24
99,22381696,篝火砰砰啪,舰长,258,弥人,24
100,4479168,RBQ如月乱,舰长,258,弥人,24
101,252903,晓美马鲅鱼_AkemiMbayu,舰长,147,弥人,24
102,662497,Kapibara0,舰长,236,弥人,24
103,1930398429,ALyCE初号机,舰长,208,弥人,24
104,40712818,2MengMeng2,舰长,157,弥人,24
105,441776977,Chitose彰良,舰长,88,弥人,23
106,834234,不会哭闹的球,舰长,41,弥人,23
107,8547994,1ucky-K,舰长,89,弥人,22
108,25009047,神奇安娜,舰长,37,弥人,22
109,403200749,酎歆丶,舰长,53,弥人,22
110,38593875,アスカ゛,舰长,28,弥人,22
111,39339983,Revy12,舰长,0,弥人,21
112,3979262,Bamdoor,舰长,0,弥人,21
113,5045894,beattofu,舰长,7,弥人,21
