rank,uid,username,type,accompany,medal_name,medal_level
1,96957,ルルティエ,提督,2010,弥人,32
2,38133,FayeVL,提督,2036,弥人,32
3,520352,黑镰刀,提督,1742,弥人,31
4,12422769,Beartooth90,提督,1148,弥人,30
5,342447,任意子,提督,1798,弥人,30
6,4304729,清光高校地雷部,提督,1321,弥人,29
7,4333178,波动性巧克力慕斯,提督,428,弥人,28
8,1920686335,弥希_Miki,提督,1310,弥人,28
9,1640605,神の道化,提督,747,弥人,28
10,264506970,顾小桑的真空家乡,提督,188,弥人,27
11,453572565,全職彌人-andy878797,提督,739,弥人,27
12,2512897,山下住一丁,舰长,1948,弥人,31
13,49337,无公害沙包,舰长,1982,弥人,30
14,12501775,コンプランド,舰长,1468,弥人,29
15,553301,镜晓文,舰长,2011,弥人,29
16,8772065,Yukari_YuRI,舰长,1228,弥人,29
17,1829374,ムサシノタクミ,舰长,1329,弥人,29
18,4206472,弥希家的针尾雨燕,舰长,1319,弥人,29
19,105402,清新正直HHP,舰长,1538,弥人,29
20,5155551,科罗娜青柠,舰长,1831,弥人,29
21,10786214,千万ly,舰长,2035,弥人,28
22,16011437,瑪修-,舰长,1853,弥人,28
23,18363194,岁星昼见,舰长,1363,弥人,28
24,7913853,アベリアF,舰长,1041,弥人,28
25,1603612,月ノneet,舰长,1689,弥人,28
26,356189,Heavens Feel,舰长,1721,弥人,28
27,4921755,アルカローズ,舰长,1763,弥人,28
28,1971336,犭苗犭苗木木,舰长,1347,弥人,28
29,5812842,弥之鸣,舰长,1749,弥人,28
30,3182660,影月LuneZ,舰长,1767,弥人,28
31,48934997,感应性本能,舰长,1196,弥人,28
32,11546675,贝尔纳德C3,舰长,1769,弥人,27
33,3561142,无名一世,舰长,553,弥人,27
34,11347396,傻坐着发愣,舰长,982,弥人,27
35,774372,黑糖香草摩卡,舰长,1199,弥人,27
36,343691814,Noneither,舰长,1063,弥人,27
37,26465,一个大光头都没有,舰长,1974,弥人,27
38,281163151,JOL1ON,舰长,1040,弥人,27
39,486937583,红白鬼巫,舰长,989,弥人,27
40,7180032,无为無為,舰长,1526,弥人,27
41,8274893,西西纳图斯,舰长,484,弥人,27
42,7864667,奈亚子从不发糖,舰长,1849,弥人,27
43,5801333,低级咬人细胞,舰长,1518,弥人,27
44,394942544,咳哈哈哈哼哼,舰长,1701,弥人,27
45,2699660,朝日奈未來,舰长,1688,弥人,27
46,13026101,Naglfar-,舰长,1586,弥人,27
47,2450646,CYSoulDown,舰长,747,弥人,27
48,10261329,yukino-雪之下雪乃,舰长,761,弥人,27
49,16171733,铃鹿Toshi,舰长,1737,弥人,27
50,6165418,一号机测试机师,舰长,1625,弥人,27
51,1397965,雨宫ノエル,舰长,1547,弥人,27
52,10776008,丽兹与青鸟,舰长,613,弥人,27
53,37117728,西门烧烤,舰长,333,弥人,27
54,159019,九重雪会,舰长,884,弥人,27
55,14354112,EndlessDice,舰长,1454,弥人,27
56,14910777,勉強机,舰长,1031,弥人,26
57,20186995,黇鹿dmdm,舰长,1016,弥人,26
58,33081468,breaaak,舰长,384,弥人,26
59,1878939,破破破破破cd,舰长,799,弥人,26
60,2290770,夕月秋乃,舰长,1380,弥人,26
61,569267,鵺鸮,舰长,1376,弥人,26
62,7257611,椎名エリ,舰长,754,弥人,26
63,330367780,呆喂诶,舰长,544,弥人,26
64,28647475,Urobolus_0,舰长,738,弥人,26
65,565632,YomaKKK,舰长,475,弥人,26
66,175534794,sorinX,舰长,1153,弥人,26
67,20568160,小小青哇不输风雨,舰长,774,弥人,26
68,266375,咕咕-咕咕咕咕咕-咕,舰长,630,弥人,26
69,12974,蓬萊山空,舰长,1015,弥人,26
70,1829907,Skorz_Tsurumi,舰长,646,弥人,26
71,2251472,雷风雨电,舰长,447,弥人,26
72,3799624,不苦大仇深的橘子,舰长,804,弥人,26
73,8396429,airstone42,舰长,911,弥人,26
74,1698435,吕同学_リッキー,舰长,384,弥人,26
75,9819432,天遂_人愿,舰长,860,弥人,26
76,2495576,spiece,舰长,562,弥人,26
77,236018,ドジみ,舰长,736,弥人,26
78,8359,赫のシャドール,舰长,621,弥人,26
